"groupName","category","policyDisplayName","allowedEffects","defaultEffect","policyId"
"NIST_SP_800-53_R5_SA-4(10)","Regulatory Compliance","Employ FIPS 201-approved technology for PIV","overr:Manual|Disabled","Manual","8b333332-6efd-7c0d-5a9f-d1eb95105214"
"NIST_SP_800-53_R5_SA-4(2)","Regulatory Compliance","Obtain design and implementation information for the security controls","overr:Manual|Disabled","Manual","22a02c9a-49e4-5dc9-0d14-eb35ad717154"
"NIST_SP_800-53_R5_SA-4(8)","Regulatory Compliance","Obtain continuous monitoring plan for security controls","overr:Manual|Disabled","Manual","ca6d7878-3189-1833-4620-6c7254ed1607"
"NIST_SP_800-53_R5_SA-4(9)","Regulatory Compliance","Require developer to identify SDLC ports, protocols, and services","overr:Manual|Disabled","Manual","f6da5cca-5795-60ff-49e1-4972567815fe"
"NIST_SP_800-53_R5_SA-5","Regulatory Compliance,Regulatory Compliance,Regulatory Compliance,Regulatory Compliance,Regulatory Compliance","Distribute information system documentation,Document customer-defined actions,Obtain Admin documentation,Obtain user security function documentation,Protect administrator and user documentation","overr:Manual|Disabled,overr:Manual|Disabled,overr:Manual|Disabled,overr:Manual|Disabled,overr:Manual|Disabled","Manual,Manual,Manual,Manual,Manual","84a01872-5318-049e-061e-d56734183e84,8c44a0ea-9b09-4d9c-0e91-f9bee3d05bfb,3f1216b0-30ee-1ac9-3899-63eb744e85f5,be1c34ab-295a-07a6-785c-36f63c1d223e,09960521-759e-5d12-086f-4192a72a5e92"
"NIST_SP_800-53_R5_SA-9","Regulatory Compliance,Regulatory Compliance,Regulatory Compliance,Regulatory Compliance","Define and document government oversight,Require external service providers to comply with security requirements,Review cloud service provider's compliance with policies and agreements,Undergo independent security review","overr:Manual|Disabled,overr:Manual|Disabled,overr:Manual|Disabled,overr:Manual|Disabled","Manual,Manual,Manual,Manual","cbfa1bd0-714d-8d6f-0480-2ad6a53972df,4e45863d-9ea9-32b4-a204-2680bc6007a6,ffea18d9-13de-6505-37f3-4c1f88070ad7,9b55929b-0101-47c0-a16e-d6ac5c7d21f8"
"NIST_SP_800-53_R5_SA-9(1)","Regulatory Compliance,Regulatory Compliance","Assess risk in third party relationships,Obtain approvals for acquisitions and outsourcing","overr:Manual|Disabled,overr:Manual|Disabled","Manual,Manual","0d04cb93-a0f1-2f4b-4b1b-a72a1b510d08,92b94485-1c49-3350-9ada-dffe94f08e87"
"NIST_SP_800-53_R5_SA-9(2)","Regulatory Compliance","Identify external service providers","overr:Manual|Disabled","Manual","46ab2c5e-6654-1f58-8c83-e97a44f39308"
"NIST_SP_800-53_R5_SA-9(4)","Regulatory Compliance","Ensure external providers consistently meet interests of the customers","overr:Manual|Disabled","Manual","3eabed6d-1912-2d3c-858b-f438d08d0412"
"NIST_SP_800-53_R5_SA-9(5)","Regulatory Compliance","Restrict location of information processing, storage and services","overr:Manual|Disabled","Manual","0040d2e5-2779-170d-6a2c-1f5fca353335"
"NIST_SP_800-53_R5_SC-1","Regulatory Compliance","Review and update system and communications protection policies and procedures","overr:Manual|Disabled","Manual","adf517f3-6dcd-3546-9928-34777d0c277e"
"NIST_SP_800-53_R5_SC-10","Regulatory Compliance","Reauthenticate or terminate a user session","overr:Manual|Disabled","Manual","d6653f89-7cb5-24a4-9d71-51581038231b"
"NIST_SP_800-53_R5_SC-12","API for FHIR,Automation,Azure Data Explorer,Backup,Batch,Bot Service,Cognitive Services,Compute,Compute,Container Instance,Container Registry,Cosmos DB,Data Box,Data Factory,Event Hub,HDInsight,HDInsight,Internet of Things,Kubernetes,Logic Apps,Machine Learning,Monitoring,Monitoring,Regulatory Compliance,Regulatory Compliance,Regulatory Compliance,Regulatory Compliance,Regulatory Compliance,Regulatory Compliance,Regulatory Compliance,Service Bus,SQL,SQL,SQL,SQL,Storage,Storage,Storage,Stream Analytics,Synapse","Azure API for FHIR should use a customer-managed key to encrypt data at rest,Azure Automation accounts should use customer-managed keys to encrypt data at rest,Azure Data Explorer encryption at rest should use a customer-managed key,[Preview]: Azure Recovery Services vaults should use customer-managed keys for encrypting backup data,Azure Batch account should use customer-managed keys to encrypt data,Bot Service should be encrypted with a customer-managed key,Cognitive Services accounts should enable data encryption with a customer-managed key,Managed disks should be double encrypted with both platform-managed and customer-managed keys,OS and data disks should be encrypted with a customer-managed key,Azure Container Instance container group should use customer-managed key for encryption,Container registries should be encrypted with a customer-managed key,Azure Cosmos DB accounts should use customer-managed keys to encrypt data at rest,Azure Data Box jobs should use a customer-managed key to encrypt the device unlock password,Azure data factories should be encrypted with a customer-managed key,Event Hub namespaces should use a customer-managed key for encryption,Azure HDInsight clusters should use customer-managed keys to encrypt data at rest,Azure HDInsight clusters should use encryption at host to encrypt data at rest,[Preview]: IoT Hub device provisioning service data should be encrypted using customer-managed keys (CMK),Both operating systems and data disks in Azure Kubernetes Service clusters should be encrypted by customer-managed keys,Logic Apps Integration Service Environment should be encrypted with customer-managed keys,Azure Machine Learning workspaces should be encrypted with a customer-managed key,Azure Monitor Logs clusters should be encrypted with customer-managed key,Saved-queries in Azure Monitor should be saved in customer storage account for logs encryption,Define a physical key management process,Define cryptographic use,Define organizational requirements for cryptographic key management,Determine assertion requirements,Issue public key certificates,Manage symmetric cryptographic keys,Restrict access to private keys,Service Bus Premium namespaces should use a customer-managed key for encryption,MySQL servers should use customer-managed keys to encrypt data at rest,PostgreSQL servers should use customer-managed keys to encrypt data at rest,SQL managed instances should use customer-managed keys to encrypt data at rest,SQL servers should use customer-managed keys to encrypt data at rest,HPC Cache accounts should use customer-managed key for encryption,Storage account encryption scopes should use customer-managed keys to encrypt data at rest,Storage accounts should use customer-managed key for encryption,Azure Stream Analytics jobs should use customer-managed keys to encrypt data,Azure Synapse workspaces should use customer-managed keys to encrypt data at rest","overr:audit|Audit|disabled|Disabled,param:Disabled|Deny|Audit,param:Disabled|Deny|Audit,param:Disabled|Deny|Audit,param:Disabled|Deny|Audit,param:disabled|deny|audit,param:Disabled|Deny|Audit,param:Disabled|Deny|Audit,param:Disabled|Deny|Audit,param:Disabled|Deny|Audit,param:Disabled|Deny|Audit,param:disabled|deny|audit,param:Disabled|Deny|Audit,param:Disabled|Deny|Audit,overr:Audit|Disabled,param:Disabled|Deny|Audit,param:Disabled|Deny|Audit,param:Disabled|Deny|Audit,param:Disabled|Deny|Audit,param:Disabled|Deny|Audit,param:Disabled|Deny|Audit,param:disabled|deny|audit,param:disabled|deny|audit,overr:Manual|Disabled,overr:Manual|Disabled,overr:Manual|Disabled,overr:Manual|Disabled,overr:Manual|Disabled,overr:Manual|Disabled,overr:Manual|Disabled,overr:Audit|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,overr:Audit|Deny|Disabled,overr:Audit|Deny|Disabled,param:Disabled|Deny|Audit,param:Disabled|Deny|Audit,overr:Audit|Disabled,param:disabled|deny|audit,param:Disabled|Deny|Audit","Audit,Audit,Audit,Audit,Audit,audit,Audit,Audit,Audit,Audit,Audit,audit,Audit,Audit,Audit,Audit,Audit,Audit,Audit,Audit,Audit,audit,audit,Manual,Manual,Manual,Manual,Manual,Manual,Manual,Audit,AuditIfNotExists,AuditIfNotExists,Audit,Audit,Audit,Audit,Audit,audit,Audit","051cba44-2429-45b9-9649-46cec11c7119,56a5ee18-2ae6-4810-86f7-18e39ce5629b,81e74cea-30fd-40d5-802f-d72103c2aaaa,2e94d99a-8a36-4563-bc77-810d8893b671,99e9ccd8-3db9-4592-b0d1-14b1715a4d8a,51522a96-0869-4791-82f3-981000c2c67f,67121cc7-ff39-4ab8-b7e3-95b84dab487d,ca91455f-eace-4f96-be59-e6e2c35b4816,702dd420-7fcc-42c5-afe8-4026edd20fe0,0aa61e00-0a01-4a3c-9945-e93cffedf0e6,5b9159ae-1701-4a6f-9a7a-aa9c8ddd0580,1f905d99-2ab7-462c-a6b0-f709acca6c8f,86efb160-8de7-451d-bc08-5d475b0aadae,4ec52d6d-beb7-40c4-9a9e-fe753254690e,a1ad735a-e96f-45d2-a7b2-9a4932cab7ec,64d314f6-6062-4780-a861-c23e8951bee5,1fd32ebd-e4c3-4e13-a54a-d7422d4d95f6,47031206-ce96-41f8-861b-6a915f3de284,7d7be79c-23ba-4033-84dd-45e2a5ccdd67,1fafeaf6-7927-4059-a50a-8eb2a7a6f2b5,ba769a63-b8cc-4b2d-abf6-ac33c7204be8,1f68a601-6e6d-4e42-babf-3f643a047ea2,fa298e57-9444-42ba-bf04-86e8470e32c7,51e4b233-8ee3-8bdc-8f5f-f33bd0d229b7,c4ccd607-702b-8ae6-8eeb-fc3339cd4b42,d661e9eb-4e15-5ba1-6f02-cdc467db0d6c,7a0ecd94-3699-5273-76a5-edb8499f655a,97d91b33-7050-237b-3e23-a77d57d84e13,9c276cf3-596f-581a-7fbd-f5e46edaa0f4,8d140e8b-76c7-77de-1d46-ed1b2e112444,295fc8b1-dc9f-4f53-9c61-3f313ceab40a,83cef61d-dbd1-4b20-a4fc-5fbc7da10833,18adea5e-f416-4d0f-8aa8-d24321e3e274,ac01ad65-10e5-46df-bdd9-6b0cad13e1d2,0a370ff3-6cab-4e85-8995-295fd854c5b8,970f84d8-71b6-4091-9979-ace7e3fb6dbb,b5ec538c-daa0-4006-8596-35468b9148e8,6fac406b-40ca-413b-bf8e-0bf964659c25,87ba29ef-1ab3-4d82-b763-87fcd4f531f7,f7d52b2d-e161-4dfa-a82b-55e564167385"
"NIST_SP_800-53_R5_SC-12(1)","Regulatory Compliance","Maintain availability of information","overr:Manual|Disabled","Manual","3ad7f0bc-3d03-0585-4d24-529779bb02c2"
"NIST_SP_800-53_R5_SC-12(2)","Regulatory Compliance","Produce, control and distribute symmetric cryptographic keys","overr:Manual|Disabled","Manual","16c54e01-9e65-7524-7c33-beda48a75779"
"NIST_SP_800-53_R5_SC-12(3)","Regulatory Compliance","Produce, control and distribute asymmetric cryptographic keys","overr:Manual|Disabled","Manual","de077e7e-0cc8-65a6-6e08-9ab46c827b05"
"NIST_SP_800-53_R5_SC-13","Regulatory Compliance","Define cryptographic use","overr:Manual|Disabled","Manual","c4ccd607-702b-8ae6-8eeb-fc3339cd4b42"
"NIST_SP_800-53_R5_SC-15","Regulatory Compliance,Regulatory Compliance","Explicitly notify use of collaborative computing devices,Prohibit remote activation of collaborative computing devices","overr:Manual|Disabled,overr:Manual|Disabled","Manual,Manual","62fa14f0-4cbe-762d-5469-0899a99b98aa,678ca228-042d-6d8e-a598-c58d5670437d"
"NIST_SP_800-53_R5_SC-17","Regulatory Compliance","Issue public key certificates","overr:Manual|Disabled","Manual","97d91b33-7050-237b-3e23-a77d57d84e13"
"NIST_SP_800-53_R5_SC-18","Regulatory Compliance,Regulatory Compliance,Regulatory Compliance","Authorize, monitor, and control usage of mobile code technologies,Define acceptable and unacceptable mobile code technologies,Establish usage restrictions for mobile code technologies","overr:Manual|Disabled,overr:Manual|Disabled,overr:Manual|Disabled","Manual,Manual,Manual","291f20d4-8d93-1d73-89f3-6ce28b825563,1afada58-8b34-7ac2-a38a-983218635201,ffdaa742-0d6f-726f-3eac-6e6c34e36c93"
"NIST_SP_800-53_R5_SC-2","Regulatory Compliance,Regulatory Compliance,Regulatory Compliance","Authorize remote access,Separate user and information system management functionality,Use dedicated machines for administrative tasks","overr:Manual|Disabled,overr:Manual|Disabled,overr:Manual|Disabled","Manual,Manual,Manual","dad8a2e9-6f27-4fc2-8933-7e99fe700c9c,8a703eb5-4e53-701b-67e4-05ba2f7930c8,b8972f60-8d77-1cb8-686f-9c9f4cdd8a59"
"NIST_SP_800-53_R5_SC-20","Regulatory Compliance,Regulatory Compliance","Implement a fault tolerant name/address service,Provide secure name and address resolution services","overr:Manual|Disabled,overr:Manual|Disabled","Manual,Manual","ced727b3-005e-3c5b-5cd5-230b79d56ee8,bbb2e6d6-085f-5a35-a55d-e45daad38933"
"NIST_SP_800-53_R5_SC-21","Regulatory Compliance,Regulatory Compliance","Implement a fault tolerant name/address service,Verify software, firmware and information integrity","overr:Manual|Disabled,overr:Manual|Disabled","Manual,Manual","ced727b3-005e-3c5b-5cd5-230b79d56ee8,db28735f-518f-870e-15b4-49623cbe3aa0"
"NIST_SP_800-53_R5_SC-22","Regulatory Compliance","Implement a fault tolerant name/address service","overr:Manual|Disabled","Manual","ced727b3-005e-3c5b-5cd5-230b79d56ee8"
"NIST_SP_800-53_R5_SC-23","Regulatory Compliance,Regulatory Compliance","Configure workstations to check for digital certificates,Enforce random unique session identifiers","overr:Manual|Disabled,overr:Manual|Disabled","Manual,Manual","26daf649-22d1-97e9-2a8a-01b182194d59,c7d57a6a-7cc2-66c0-299f-83bf90558f5d"
"NIST_SP_800-53_R5_SC-23(1)","Regulatory Compliance","Invalidate session identifiers at logout","overr:Manual|Disabled","Manual","396f465d-375e-57de-58ba-021adb008191"
"NIST_SP_800-53_R5_SC-24","Regulatory Compliance","Ensure information system fails in known state","overr:Manual|Disabled","Manual","12af7c7a-92af-9e96-0d0c-5e732d1a3751"
"NIST_SP_800-53_R5_SC-28","App Service,Automation,Azure Data Explorer,Azure Data Explorer,Azure Stack Edge,Compute,Data Box,Kubernetes,Monitoring,Regulatory Compliance,Regulatory Compliance,Security Center,Service Fabric,SQL,SQL,SQL,Storage","App Service Environment should have internal encryption enabled,Automation account variables should be encrypted,Disk encryption should be enabled on Azure Data Explorer,Double encryption should be enabled on Azure Data Explorer,Azure Stack Edge devices should use double-encryption,Virtual machines and virtual machine scale sets should have encryption at host enabled,Azure Data Box jobs should enable double encryption for data at rest on the device,Temp disks and cache for agent node pools in Azure Kubernetes Service clusters should be encrypted at host,Azure Monitor Logs clusters should be created with infrastructure-encryption enabled (double encryption),Establish a data leakage management procedure,Protect special information,Virtual machines should encrypt temp disks, caches, and data flows between Compute and Storage resources,Service Fabric clusters should have the ClusterProtectionLevel property set to EncryptAndSign,Infrastructure encryption should be enabled for Azure Database for MySQL servers,Infrastructure encryption should be enabled for Azure Database for PostgreSQL servers,Transparent Data Encryption on SQL databases should be enabled,Storage accounts should have infrastructure encryption","overr:Audit|Disabled,param:Disabled|Deny|Audit,param:Disabled|Deny|Audit,param:Disabled|Deny|Audit,param:disabled|deny|audit,param:Disabled|Deny|Audit,param:Disabled|Deny|Audit,param:Disabled|Deny|Audit,param:disabled|deny|audit,overr:Manual|Disabled,overr:Manual|Disabled,overr:AuditIfNotExists|Disabled,param:Disabled|Deny|Audit,param:Disabled|Deny|Audit,param:Disabled|Deny|Audit,overr:AuditIfNotExists|Disabled,param:Disabled|Deny|Audit","Audit,Audit,Audit,Audit,audit,Audit,Audit,Audit,audit,Manual,Manual,AuditIfNotExists,Audit,Audit,Audit,AuditIfNotExists,Audit","fb74e86f-d351-4b8d-b034-93da7391c01f,3657f5a0-770e-44a3-b44e-9431ba1e9735,f4b53539-8df9-40e4-86c6-6b607703bd4e,ec068d99-e9c7-401f-8cef-5bdde4e6ccf1,b4ac1030-89c5-4697-8e00-28b5ba6a8811,fc4d8e41-e223-45ea-9bf5-eada37891d87,c349d81b-9985-44ae-a8da-ff98d108ede8,41425d9f-d1a5-499a-9932-f8ed8453932c,ea0dfaed-95fb-448c-934e-d6e713ce393d,3c9aa856-6b86-35dc-83f4-bc72cec74dea,a315c657-4a00-8eba-15ac-44692ad24423,0961003e-5a0a-4549-abde-af6a37f2724d,617c02be-7f02-4efd-8836-3180d47b6c68,3a58212a-c829-4f13-9872-6371df2fd0b4,24fba194-95d6-48c0-aea7-f65bf859c598,17k78e20-9358-41c9-923c-fb736d382a12,4733ea7b-a883-42fe-8cac-97454c2a9e4a"
"NIST_SP_800-53_R5_SC-28(1)","App Service,Automation,Azure Data Explorer,Azure Data Explorer,Azure Stack Edge,Compute,Data Box,Kubernetes,Monitoring,Regulatory Compliance,Regulatory Compliance,Security Center,Service Fabric,SQL,SQL,SQL,Storage","App Service Environment should have internal encryption enabled,Automation account variables should be encrypted,Disk encryption should be enabled on Azure Data Explorer,Double encryption should be enabled on Azure Data Explorer,Azure Stack Edge devices should use double-encryption,Virtual machines and virtual machine scale sets should have encryption at host enabled,Azure Data Box jobs should enable double encryption for data at rest on the device,Temp disks and cache for agent node pools in Azure Kubernetes Service clusters should be encrypted at host,Azure Monitor Logs clusters should be created with infrastructure-encryption enabled (double encryption),Implement controls to secure all media,Protect data in transit using encryption,Virtual machines should encrypt temp disks, caches, and data flows between Compute and Storage resources,Service Fabric clusters should have the ClusterProtectionLevel property set to EncryptAndSign,Infrastructure encryption should be enabled for Azure Database for MySQL servers,Infrastructure encryption should be enabled for Azure Database for PostgreSQL servers,Transparent Data Encryption on SQL databases should be enabled,Storage accounts should have infrastructure encryption","overr:Audit|Disabled,param:Disabled|Deny|Audit,param:Disabled|Deny|Audit,param:Disabled|Deny|Audit,param:disabled|deny|audit,param:Disabled|Deny|Audit,param:Disabled|Deny|Audit,param:Disabled|Deny|Audit,param:disabled|deny|audit,overr:Manual|Disabled,overr:Manual|Disabled,overr:AuditIfNotExists|Disabled,param:Disabled|Deny|Audit,param:Disabled|Deny|Audit,param:Disabled|Deny|Audit,overr:AuditIfNotExists|Disabled,param:Disabled|Deny|Audit","Audit,Audit,Audit,Audit,audit,Audit,Audit,Audit,audit,Manual,Manual,AuditIfNotExists,Audit,Audit,Audit,AuditIfNotExists,Audit","fb74e86f-d351-4b8d-b034-93da7391c01f,3657f5a0-770e-44a3-b44e-9431ba1e9735,f4b53539-8df9-40e4-86c6-6b607703bd4e,ec068d99-e9c7-401f-8cef-5bdde4e6ccf1,b4ac1030-89c5-4697-8e00-28b5ba6a8811,fc4d8e41-e223-45ea-9bf5-eada37891d87,c349d81b-9985-44ae-a8da-ff98d108ede8,41425d9f-d1a5-499a-9932-f8ed8453932c,ea0dfaed-95fb-448c-934e-d6e713ce393d,e435f7e3-0dd9-58c9-451f-9b44b96c0232,b11697e8-9515-16f1-7a35-477d5c8a1344,0961003e-5a0a-4549-abde-af6a37f2724d,617c02be-7f02-4efd-8836-3180d47b6c68,3a58212a-c829-4f13-9872-6371df2fd0b4,24fba194-95d6-48c0-aea7-f65bf859c598,17k78e20-9358-41c9-923c-fb736d382a12,4733ea7b-a883-42fe-8cac-97454c2a9e4a"
"NIST_SP_800-53_R5_SC-3","Guest Configuration,Security Center,Security Center,Security Center","Windows Defender Exploit Guard should be enabled on your machines,Azure Defender for servers should be enabled,Endpoint protection solution should be installed on virtual machine scale sets,Monitor missing Endpoint Protection in Azure Security Center","overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled","AuditIfNotExists,AuditIfNotExists,AuditIfNotExists,AuditIfNotExists","bed48b13-6647-468e-aa2f-1af1d3f4dd40,4da35fc9-c9e7-4960-aec9-797fe7d9051d,26a828e1-e88f-464e-bbb3-c134a282b9de,af6cd1bd-1635-48cb-bde7-5b15693900b9"
"NIST_SP_800-53_R5_SC-39","Regulatory Compliance","Maintain separate execution domains for running processes","overr:Manual|Disabled","Manual","bfc540fe-376c-2eef-4355-121312fa4437"
"NIST_SP_800-53_R5_SC-5","Network,Network,Regulatory Compliance,Security Center,Security Center","Azure Web Application Firewall should be enabled for Azure Front Door entry-points,Web Application Firewall (WAF) should be enabled for Application Gateway,Develop and document a DDoS response plan,Azure DDoS Protection should be enabled,IP Forwarding on your virtual machine should be disabled","param:Disabled|Deny|Audit,param:Disabled|Deny|Audit,overr:Manual|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled","Audit,Audit,Manual,AuditIfNotExists,AuditIfNotExists","055aa869-bc98-4af8-bafc-23f1ab6ffe2c,564feb30-bf6a-4854-b4bb-0d2d2d1e6c66,b7306e73-0494-83a2-31f5-280e934a8f70,a7aca53f-2ed4-4466-a25e-0b45ade68efd,bd352bd5-2853-4985-bf0d-73806b4a5744"
"NIST_SP_800-53_R5_SC-6","Regulatory Compliance,Regulatory Compliance,Regulatory Compliance","Govern the allocation of resources,Manage availability and capacity,Secure commitment from leadership","overr:Manual|Disabled,overr:Manual|Disabled,overr:Manual|Disabled","Manual,Manual,Manual","33d34fac-56a8-1c0f-0636-3ed94892a709,edcc36f1-511b-81e0-7125-abee29752fe7,70057208-70cc-7b31-3c3a-121af6bc1966"
